AAPL,AAPL,1.0
AAPL,ACN,0.3513772619452372
AAPL,ADBE,0.36459100243158693
AAPL,ADI,0.33633496263254764
AAPL,ADP,0.2969528777344811
AAPL,ADSK,0.3372696546309125
AAPL,AKAM,0.309682236221963
AAPL,AMAT,0.3771176772971222
AAPL,AMD,0.33235456932365487
AAPL,ANET,0.37318172201209443
AAPL,ANSS,0.23113292503256988
AAPL,APH,0.2582325573369726
AAPL,AVGO,0.49978396008827036
AAPL,BR,0.41019611983668763
AAPL,CDAY,0.47450039615959566
AAPL,CDNS,0.29490975814533615
AAPL,CDW,0.47582864041255124
AAPL,CRM,0.40303700779567647
AAPL,CSCO,0.4014858410691942
AAPL,CTSH,0.30772826273700743
AAPL,CTXS,0.3086503363945737
AAPL,DXC,0.24546541081344175
AAPL,ENPH,0.2512233249477973
AAPL,EPAM,0.3926741851043115
AAPL,FFIV,0.32460786928240826
AAPL,FIS,0.3517846462912189
AAPL,FISV,0.26487915652624205
AAPL,FLT,0.3523813681798777
AAPL,FTNT,0.36264970873029145
AAPL,GLW,0.2966752416524323
AAPL,GPN,0.33285316209581256
AAPL,HPE,0.41522320176028754
AAPL,HPQ,0.3685462064481022
AAPL,IBM,0.367961758980175
AAPL,INTC,0.43263579427513543
AAPL,INTU,0.2900897760352442
AAPL,IPGP,0.3537794299298533
AAPL,IT,0.23697742657020043
AAPL,JKHY,0.14138335615978756
AAPL,JNPR,0.38447726560737805
AAPL,KEYS,0.476373827553129
AAPL,KLAC,0.34143272406869596
AAPL,MA,0.471246791360082
AAPL,MCHP,0.3373587583082656
AAPL,MPWR,0.4011458826380537
AAPL,MSFT,0.42101992216439593
AAPL,MSI,0.3492968165778881
AAPL,MU,0.3402004013790368
AAPL,NLOK,0.2623795577886022
AAPL,NOW,0.39710802695630176
AAPL,NTAP,0.3665927956810462
AAPL,NVDA,0.3050771476223497
AAPL,NXPI,0.40520633643147635
AAPL,ORCL,0.3604537831430175
AAPL,PAYC,0.41345118594923
AAPL,PAYX,0.2553151385485214
AAPL,PTC,0.2879164005164574
AAPL,PYPL,0.5719114686464688
AAPL,QCOM,0.31241333077714845
AAPL,QRVO,0.5466949820315432
AAPL,SEDG,0.3213746615058227
AAPL,SNPS,0.2987300305789675
AAPL,STX,0.3189595118314273
AAPL,SWKS,0.2705626469646304
AAPL,TDY,0.2850555244943396
AAPL,TEL,0.47704785349850537
AAPL,TER,0.3451093134701832
AAPL,TRMB,0.23944756475481146
AAPL,TXN,0.3804715533794262
AAPL,TYL,0.14598729191604348
AAPL,V,0.4920562579755173
AAPL,VRSN,0.34621794132499173
AAPL,WDC,0.2676772081503878
AAPL,XLNX,0.3728720883994303
AAPL,ZBRA,0.27480446465499614
ACN,ACN,1.0
ACN,ADBE,0.4147404085545054
ACN,ADI,0.434884887727273
ACN,ADP,0.5015236503992763
ACN,ADSK,0.40816026391467447
ACN,AKAM,0.2986492033959648
ACN,AMAT,0.4166338746793824
ACN,AMD,0.3140473376363466
ACN,ANET,0.3839504763656882
ACN,ANSS,0.42836537464392327
ACN,APH,0.46332513159859945
ACN,AVGO,0.47027834068689356
ACN,BR,0.5086479562936834
ACN,CDAY,0.5297238906156753
ACN,CDNS,0.40170720981960417
ACN,CDW,0.5463880746411685
ACN,CRM,0.41345290067207485
ACN,CSCO,0.4547732507794478
ACN,CTSH,0.4754606169190007
ACN,CTXS,0.35289481274653456
ACN,DXC,0.41591767998120943
ACN,ENPH,0.23602521883377894
ACN,EPAM,0.4840986517472134
ACN,FFIV,0.33262919455708195
ACN,FIS,0.42171028210538986
