8.061676451291374971e-04,1.460883177748248201e-04,3.113910421687631652e-04,2.657371155788294326e-04,1.399525161614574521e-04,2.702672531827127840e-04,3.269094310639929419e-04,3.257930076933016734e-04,3.539633999992070415e-04,1.839888803513262626e-04,1.683332845346680463e-04,1.617840911031138984e-04,1.960060514141100910e-04,1.406783223981416143e-04,2.877462485478073551e-04,2.440182560858407998e-04,1.494246689652339269e-04,2.265333417321886971e-04,2.817472771651779052e-04,2.484221973378022280e-04,3.014796441255073855e-04,1.686408486398444713e-04,2.387189659035326538e-04,1.669460369989699249e-04,3.264731788110179973e-04,1.450075529818325548e-04,1.545745180082234071e-04,1.210651420185540963e-04,1.632069923173036811e-04,2.190630674380730563e-04,1.573030509074165148e-04,1.719835269886009878e-04,2.459159578856491969e-04,1.759948304012448194e-04,3.083652852427612749e-04,2.354783149314379541e-04,2.024937943630933845e-04,1.750195569460796677e-04,1.227468848583714370e-04,3.426137887085873939e-04,1.653893256673940378e-04,3.147773282420375258e-04,2.080572275429227265e-04,2.832783636392079184e-04,2.374301626490325702e-04,2.477125110612219089e-04,2.378441367152531541e-04,3.620762401238375016e-04,2.245369742328791633e-04,1.806433839107973022e-04,3.751191549107482214e-04,3.003175424609613275e-04,1.946269336704634155e-04,2.950045162614816133e-04,2.135915857830535830e-04,1.559382595386977675e-04,2.660492685003746304e-04,2.325005699642612397e-04,2.659304313176411591e-04,2.738796911559208372e-04,2.363488886407462690e-04,2.070236616276391502e-04,1.954873829437024581e-04,3.055436458654874738e-04,1.870007609477466733e-04,1.969539759963595332e-04,3.156350682417354329e-04,2.139130572220424627e-04,2.677058856685894379e-04,1.350089826377290987e-04,1.838571768404933377e-04,3.231840924275631763e-04,2.877942436554599198e-04,3.217965308461022715e-04,1.956088651809977552e-04
1.460883177748248201e-04,3.585902692146276894e-04,1.834046659543389776e-04,1.838118868550695851e-04,1.453745009343056812e-04,1.907212780921552122e-04,1.981747788817105017e-04,1.964726999292368010e-04,2.256724057182870138e-04,1.560270177384337031e-04,1.805404707821945353e-04,1.690186984259221315e-04,1.548019910224690684e-04,1.420383000639581213e-04,2.639080884172797722e-04,1.858738319905553352e-04,1.417063564884268195e-04,1.791617814659392965e-04,1.784418846401177462e-04,2.177301769941326383e-04,1.667243323126594711e-04,2.058771046809013789e-04,1.806861935091559081e-04,1.654889918610795007e-04,1.931820530508359356e-04,1.478971158556225914e-04,1.582259949168449652e-04,1.324050520700654533e-04,1.588762541008888099e-04,1.992546340661236349e-04,1.502542690804466738e-04,1.696231241094898958e-04,1.710486037073231523e-04,1.441666805306453605e-04,1.722054970691007597e-04,1.492771776505642497e-04,1.743623344260430464e-04,1.780294847885738265e-04,1.498052870330291602e-04,1.870180285639792296e-04,1.420671167524385347e-04,1.996756419184533577e-04,1.779961567787179187e-04,1.911014188242585307e-04,1.873505610792945437e-04,1.587313860381547935e-04,1.639425980004308137e-04,2.289778825662741049e-04,1.465045869279465573e-04,1.602086498838183179e-04,2.178018297223432379e-04,2.429547863146691979e-04,1.899538228663042588e-04,1.671865975182817282e-04,2.104856162818541365e-04,1.518686409749459346e-04,1.853617978764472197e-04,1.906672684032777079e-04,1.639173975698157693e-04,1.815239043210532658e-04,1.844995367304597155e-04,1.420610755647348290e-04,1.563275153421547694e-04,2.284790366243062546e-04,1.516957281570665477e-04,1.820612814602429609e-04,2.287292799006099037e-04,1.843838947753243223e-04,1.807479026542636001e-04,1.364026690853427804e-04,1.647425126099572783e-04,1.904153387297272495e-04,1.896741474735456911e-04,1.868376533135471143e-04,1.563524215192183301e-04
3.113910421687631652e-04,1.834046659543389776e-04,9.569423723193697931e-04,3.436186493750740200e-04,1.628972106503230675e-04,3.766283045722431310e-04,4.324263823180358687e-04,4.104225281843057222e-04,3.615047201197662944e-04,2.253855325000797950e-04,2.164981580862577885e-04,2.112718383258338451e-04,1.930670680469531361e-04,1.730377441278152647e-04,3.736555672753338300e-04,3.118703001572983836e-04,1.617404449428385749e-04,2.909389400867659452e-04,3.407073454686103051e-04,2.880570766377260421e-04,3.611149527190003154e-04,1.937301725848233078e-04,2.646948260849772217e-04,2.189646994152638366e-04,3.616123239331355032e-04,1.760006148500365482e-04,1.930830215882299637e-04,1.498473386301597105e-04,2.346085303219191379e-04,2.730548901654799611e-04,1.905180144651981444e-04,1.405734398570880194e-04,2.639877493454539383e-04,1.790480189609651603e-04,3.252646504479861302e-04,3.183259827272959686e-04,2.343156286216002714e-04,2.169931848745809092e-04,1.653892597852292968e-04,4.257360311380957549e-04,1.898644841685895356e-04,3.962931039498970116e-04,2.301093907946649545e-04,3.416979602119784155e-04,2.754268175676284538e-04,2.965487880855617554e-04,2.837577963496224084e-04,4.026717854676393972e-04,3.028101871473501167e-04,2.765617462835853681e-04,4.525352436848204809e-04,3.488821477594188070e-04,2.248590048196763384e-04,3.676808482233186810e-04,2.972803367239478509e-04,1.948324272136913512e-04,3.517475192002249870e-04,2.790901730086431235e-04,3.169103704502433975e-04,2.420104697040005158e-04,2.341171253758340585e-04,2.630359714669757700e-04,2.199457543518273505e-04,3.302417534832897570e-04,2.391165275613299274e-04,2.285886472884071739e-04,3.718291125719788725e-04,2.586680049377877927e-04,3.223177263003230769e-04,1.727204524622113742e-04,2.137454957004382644e-04,4.022839868090458517e-04,3.331774108779884101e-04,3.832513419600565513e-04,2.153624604227357743e-04
2.657371155788294326e-04,1.838118868550695851e-04,3.436186493750740200e-04,7.738423188039259210e-04,1.528432198449070903e-04,3.036751025655716452e-04,4.421490704132713216e-04,4.500396324685624456e-04,4.285809413729024472e-04,2.140238538284581387e-04,2.181370205780877114e-04,2.434347171686415581e-04,2.569824642396735049e-04,1.464876258017669289e-04,3.117183948783093582e-04,3.214762365050894484e-04,1.676376465261764212e-04,2.358309676175427013e-04,3.556296365657527934e-04,2.993572343157092919e-04,3.709138967344742781e-04,2.177076122005893572e-04,2.569508783616451754e-04,1.857785145165128597e-04,4.211695598366792313e-04,1.731150086821576660e-04,1.959941183169630055e-04,1.571689481982030433e-04,1.936394637276961698e-04,2.705825829698158729e-04,1.939144716168828898e-04,1.989888770400513823e-04,2.648713537328289090e-04,1.733952501532468201e-04,3.402473408514465787e-04,2.972446458911536600e-04,2.510328142801726862e-04,2.250657945210493896e-04,1.608464158434262062e-04,4.445290012706249751e-04,2.056447916843857980e-04,4.493743295989777197e-04,1.978319788236730041e-04,4.879813519340999882e-04,2.985124936607079244e-04,2.439641385752557056e-04,2.789355547921739645e-04,4.880601229009657303e-04,2.750787011142727563e-04,1.921703767934044725e-04,5.019690043998855170e-04,4.311411076411729502e-04,3.193143879740638043e-04,3.137178634494981852e-04,2.446535708670243372e-04,1.826650662688492001e-04,3.412764790406718797e-04,2.282595743587193286e-04,3.527832061941644040e-04,3.489634680190910245e-04,2.666848808179711288e-04,2.783849926553212326e-04,2.316720677669102885e-04,4.100853182620276005e-04,2.372265994136691671e-04,2.334276821800861828e-04,4.725794747086507958e-04,2.779159145286138059e-04,3.963652362782900417e-04,1.867201156446260109e-04,1.889887559889189407e-04,4.248066275280547050e-04,3.457444491595707990e-04,5.296254673764519243e-04,2.290026090699763528e-04
1.399525161614574521e-04,1.453745009343056812e-04,1.628972106503230675e-04,1.528432198449070903e-04,2.756822253097495029e-04,1.555795637353736311e-04,1.879222565421816843e-04,1.679580499127093893e-04,1.846252079101803661e-04,1.513288368061301383e-04,1.297287916442800386e-04,1.201383612043579758e-04,1.422526027304964191e-04,1.330024858447615961e-04,2.685928357767979275e-04,1.514588580046074249e-04,1.410075387395527116e-04,1.627105807475137645e-04,1.555380476516191014e-04,1.676040703242876156e-04,1.561985658840448073e-04,1.533654176109494898e-04,1.689592360391559329e-04,1.430198736073590409e-04,1.541218881523818908e-04,1.407877174325551151e-04,1.259998877932850788e-04,1.309384904907207514e-04,1.308936962549004225e-04,1.364209927324855430e-04,1.524591136990346150e-04,1.672807721533820977e-04,1.503543791431519638e-04,1.122471967173126981e-04,1.618155152481853126e-04,1.572587486674222100e-04,1.502086698536448110e-04,1.375051218846605461e-04,1.007063109457495846e-04,1.546831335740784434e-04,1.393375185031493356e-04,1.602260489696187725e-04,1.698723607664154691e-04,1.530063564490987175e-04,1.654891655461417641e-04,1.481550209826562527e-04,1.420606481279423254e-04,1.830081850649335317e-04,1.275295051753493926e-04,1.478501469444285378e-04,1.812753770124108754e-04,1.765341087039650739e-04,1.671669995824291764e-04,1.605794619128250961e-04,1.979273068289344158e-04,1.383090029113415306e-04,1.658985679870295777e-04,1.709431379329858132e-04,1.495115728422598321e-04,1.802305437783452966e-04,1.611020014129061048e-04,1.235462140240446206e-04,1.428008328444856252e-04,1.476721843598972808e-04,1.385918879530054237e-04,1.716545618614729631e-04,1.727920619640006979e-04,1.206948750004461021e-04,1.444055637342180900e-04,1.044980718359939689e-04,1.566604580869225148e-04,1.838009919364322938e-04,1.713017519745083290e-04,1.588209584844945191e-04,1.110296584538764488e-04
2.702672531827127840e-04,1.907212780921552122e-04,3.766283045722431310e-04,3.036751025655716452e-04,1.555795637353736311e-04,8.479689757483183489e-04,3.745838243802648458e-04,3.576556272676141156e-04,3.413683585246427964e-04,2.655403275745743812e-04,2.310819320662065566e-04,2.078843089770134934e-04,2.363542544403126851e-04,1.953773919433720956e-04,4.107415503172844214e-04,3.175428279100172115e-04,1.865524226015609355e-04,3.094872917863905138e-04,2.719487722137836866e-04,2.858837880619497494e-04,3.477737990165711201e-04,2.026706076275220378e-04,3.302555210843428316e-04,2.273215321381770026e-04,3.403119556554205088e-04,1.795103673985105344e-04,1.731267436341346936e-04,1.938740907293067927e-04,2.628777747634921964e-04,2.454649760883171944e-04,2.040921983545923644e-04,2.028206237171263540e-04,2.403147194399949001e-04,1.690377685473017013e-04,2.892818896076125210e-04,2.578965861173530285e-04,2.884479421265596531e-04,2.083475977869149963e-04,1.503042691014745322e-04,3.373709585134099503e-04,2.186312044371868527e-04,3.368105208894259890e-04,2.611271734500580227e-04,3.026844023962310323e-04,2.987316848457962260e-04,2.547795872929767367e-04,2.421214732191291196e-04,3.786564444855448886e-04,2.438757283032251880e-04,2.826943281539949721e-04,3.475468255611147052e-04,3.306227089645088243e-04,2.921722419041047057e-04,3.103706372586803662e-04,3.202998575571565972e-04,1.707358972324266586e-04,3.574517454256096968e-04,2.799175659573998926e-04,2.640527003866817825e-04,2.930743136126645848e-04,3.011119254267917954e-04,2.377774610785548365e-04,2.494506412484688942e-04,2.836719173585994995e-04,2.463170952286004162e-04,2.669483649921782788e-04,3.461499864452652841e-04,2.624917560908837546e-04,2.823659013980526870e-04,1.707815150662833018e-04,2.394083168763724270e-04,3.170096281679509105e-04,3.002663440016153755e-04,3.180286164194283437e-04,2.123609315808364312e-04
3.269094310639929419e-04,1.981747788817105017e-04,4.324263823180358687e-04,4.421490704132713216e-04,1.879222565421816843e-04,3.745838243802648458e-04,1.736491803848778720e-03,4.643190554464967702e-04,5.124440225688884102e-04,1.802318875744009826e-04,2.762158114118900003e-04,3.539496450907932243e-04,1.576531620403142753e-04,1.730038188757822293e-04,1.734278934249742523e-04,3.740074806181066590e-04,1.205233940494543598e-04,2.962176750419395961e-04,4.358881970859522655e-04,4.034006327212355872e-04,4.135675363888272819e-04,2.614743960125878860e-04,1.788549298949312309e-04,1.448454446162332346e-04,6.275152161932382637e-04,1.938855804044365392e-04,2.485902720665875512e-04,1.260315534513861745e-04,1.961568707794412666e-04,5.071165417655230153e-04,2.054053035043483652e-04,1.279340856370860305e-04,3.468014816048193812e-04,2.207087571504087373e-04,3.751788724469297420e-04,3.430780866288393803e-04,2.305171893378655786e-04,2.666611205171833779e-04,2.752947272785033006e-04,6.171815893225424381e-04,1.383849450691473112e-04,4.777610259750986947e-04,2.327822346073765030e-04,4.097370727200828010e-04,2.610174291906409787e-04,2.962690860088583933e-04,3.843082602244652746e-04,5.177154983119021305e-04,3.658656171754803670e-04,1.880456895896800290e-04,6.154509107311092585e-04,3.991154495105565065e-04,1.860619601669370401e-04,4.026353861491339730e-04,1.639239194244516485e-04,2.256576767323792388e-04,4.895783865368706069e-04,1.599080836803756724e-04,3.805069445613069022e-04,1.788880009583351219e-04,1.348139980706430984e-04,3.033183825635660702e-04,2.675218396116431255e-04,6.512032727978013221e-04,2.841305940418649661e-04,2.303954645215347823e-04,5.263055585883517039e-04,3.941620705135015978e-04,4.133215526375080438e-04,2.296790322793281576e-04,2.030310490724242668e-04,6.093749667439463807e-04,4.403200690098404437e-04,4.470194218189762841e-04,2.755559254590905197e-04
3.257930076933016734e-04,1.964726999292368010e-04,4.104225281843057222e-04,4.500396324685624456e-04,1.679580499127093893e-04,3.576556272676141156e-04,4.643190554464967702e-04,9.282100406254968411e-04,4.988894859185739059e-04,2.733966718635384599e-04,2.206767243698336191e-04,2.634702737924551484e-04,2.926509828763625316e-04,1.694116154713498645e-04,3.934935009690780378e-04,3.461588104180460951e-04,2.111916009652809346e-04,2.633594890355844451e-04,3.979060455309867041e-04,3.008191678976833536e-04,3.803510884883351669e-04,2.320226516172696593e-04,3.564612300144232265e-04,2.354190582208438398e-04,4.212351385279245928e-04,1.838613963380124111e-04,2.075289972619676494e-04,1.756879361680956271e-04,2.240411542015854386e-04,2.809026496230295519e-04,2.078052929862008727e-04,2.643317324713869028e-04,3.047073054505299765e-04,2.020779364322954996e-04,4.276596108663443174e-04,3.246011871381662825e-04,2.928464557002918270e-04,2.446022676809970651e-04,1.866668870469217199e-04,4.574356839837317545e-04,2.693768577716703066e-04,6.074187105265389493e-04,2.321689097081783520e-04,5.180891454763031020e-04,3.389533299233800302e-04,2.993124005050173714e-04,3.222582998676714011e-04,5.887758698433381323e-04,3.151414841840392811e-04,2.462175743493030529e-04,5.268335874230085534e-04,4.722524144791052166e-04,3.488319955340584235e-04,3.826621246835276388e-04,2.954436185665506253e-04,2.073666569950861351e-04,3.776947036107743323e-04,2.963871846339934308e-04,4.052948157869126853e-04,4.056532142997218079e-04,3.809316718611403872e-04,3.112752886629192146e-04,2.823731290077249553e-04,4.199113217792289389e-04,2.588298799757722882e-04,2.828521074659411431e-04,5.605927953112067050e-04,2.901648080458059755e-04,4.278734721177174802e-04,1.630392666607998278e-04,2.182131500078515784e-04,4.614356262990055527e-04,3.768387493877527520e-04,5.614318808216241198e-04,2.551892239766864940e-04
3.539633999992070415e-04,2.256724057182870138e-04,3.615047201197662944e-04,4.285809413729024472e-04,1.846252079101803661e-04,3.413683585246427964e-04,5.124440225688884102e-04,4.988894859185739059e-04,1.406530232652621797e-03,3.048122265400630840e-04,2.788692803783987236e-04,2.642977427601000961e-04,2.939450273431301391e-04,2.097315831520231454e-04,4.154764332647155724e-04,3.503829354325460328e-04,2.089920027578169180e-04,3.342308017453079236e-04,3.592176668385666243e-04,3.346837088001904776e-04,3.727358851703168338e-04,2.278879106539195365e-04,4.170479287254564367e-04,2.687805695930233938e-04,4.833982087050293420e-04,2.117541420684614117e-04,1.940251878691090905e-04,1.907428471565720900e-04,2.707698865076595672e-04,3.057254238403612633e-04,2.384551987060343399e-04,2.367724187883758064e-04,3.259863896741020737e-04,2.227568494836904554e-04,4.284784623234005234e-04,3.030170946958390499e-04,3.540652881661173032e-04,2.559626287598257667e-04,1.620653199730097860e-04,4.905409975772639887e-04,2.734348500338344701e-04,4.775428011396507834e-04,2.747554381856158923e-04,4.670174948588738401e-04,4.102346981713788808e-04,2.825357004539903196e-04,3.594867977506650131e-04,6.330568789244442980e-04,2.952748687141957314e-04,2.927485120506406681e-04,5.143454831107082672e-04,5.986691747438865939e-04,3.628240392287292952e-04,3.235440439112353701e-04,3.335088993028456172e-04,1.926675423502258633e-04,3.674029491113565819e-04,2.979145359188282841e-04,3.559818505961652858e-04,3.807056848976341661e-04,3.753080134593066186e-04,2.865860646508654685e-04,3.444743221834079320e-04,4.326807497958429921e-04,2.751475081671022021e-04,3.070107517707549444e-04,5.262471745695951938e-04,3.098077010453466080e-04,4.364284772881566864e-04,1.796654786604395674e-04,2.559037791804197630e-04,4.530078545778661080e-04,4.265650070677565425e-04,5.248892760714572074e-04,2.707145964526409907e-04
1.839888803513262626e-04,1.560270177384337031e-04,2.253855325000797950e-04,2.140238538284581387e-04,1.513288368061301383e-04,2.655403275745743812e-04,1.802318875744009826e-04,2.733966718635384599e-04,3.048122265400630840e-04,7.555641397400539652e-04,2.104042516537583517e-04,1.712126844568743838e-04,2.434787092913369433e-04,1.426397655087040478e-04,2.990896462494208887e-04,2.162805811854504154e-04,1.775233505585619299e-04,2.409654686711359115e-04,2.008061756949910417e-04,1.805248589706680263e-04,1.496362823577216511e-04,2.300902521123050055e-04,3.049490910431270274e-04,2.062471420527792676e-04,1.867014187833438863e-04,1.431291228035890526e-04,1.387722998974246619e-04,1.609132057660924472e-04,2.368886926022177239e-04,2.011070884335517252e-04,2.014491050565057602e-04,2.239151365917465262e-04,1.880073982113072083e-04,1.273386318793945718e-04,1.895937953013510059e-04,2.098527947723116118e-04,2.649896782835938218e-04,1.639266366252153018e-04,1.253222259437975568e-04,1.948763059544276685e-04,1.960819826286258150e-04,2.510922876373474942e-04,1.944658449239556729e-04,2.669023080241497660e-04,2.823534431330977060e-04,1.951560577297004008e-04,1.662077287401237768e-04,3.097991751049332452e-04,1.374225778417284864e-04,2.851726130628326906e-04,2.223070205788687257e-04,3.232333011479956194e-04,2.239155527010435560e-04,1.419891077074264183e-04,2.856725598520152773e-04,1.587461808115829922e-04,2.157585274356479488e-04,2.326563294900405065e-04,1.994638990499606834e-04,2.563167072117605383e-04,2.346542792542866530e-04,2.050261786297230180e-04,2.141340039356238198e-04,2.780129889353042598e-04,1.486281235031229988e-04,1.823257559227821334e-04,2.505130452028135569e-04,1.926863208002210141e-04,2.056262690914400343e-04,1.582457787938669610e-04,1.677102478700103025e-04,1.755952008960339546e-04,2.547620440666058987e-04,2.311462309947839551e-04,2.671568770248992659e-04
